state_code,num_employee_code,naics_code,inst_type_code,birth_date,sex,date_filed,closure_code,basis_code,issue_code,litigation_case_type
NY,A,,E,01/16/60,F,10/14/09,,OA,T2,
GA,D,,E,10/09/73,M,09/08/10,,GM,S4,
OH,C,813930.0,U,07/28/46,F,06/15/10,M3,GF,S3,
IN,D,,E,,F,11/04/09,,OR,D3,
CA,D,,E,11/03/78,M,08/24/10,,RB,D3,
CA,,332991.0,E,12/11/51,M,05/18/10,X2,OR,D2,
NC,A,621999.0,E,01/05/49,F,08/20/10,M3,GF,S4,
TX,D,,E,06/01/53,F,07/02/10,,OR,D2,
NY,A,,E,,F,02/02/10,M1,GP,A3,
WA,A,422490.0,E,07/15/59,M,06/11/10,M3,GM,S4,
TX,D,493190.0,E,,F,04/08/10,M3,GF,H1,
MI,D,,E,,F,02/24/10,M3,RB,W1,
AL,D,445110.0,E,07/15/83,F,06/28/10,,GF,D2,
IL,D,421490.0,E,10/18/79,F,03/17/10,M3,Z2,R6,
FL,D,,E,04/22/62,M,02/01/10,,NO,H1,
LA,D,,E,07/11/42,M,07/08/10,,U2,D2,
VA,,424210.0,E,12/29/57,F,12/02/09,M3,RB,C1,
MS,A,493110.0,E,01/04/71,M,09/27/10,,RB,L1,
FL,A,,G,06/14/75,F,02/12/10,N2,OR,R4,
TX,A,,E,04/03/47,M,03/02/10,M3,RB,S4,
NY,D,,E,07/18/72,F,02/12/10,,T3,T2,
IL,U,621210.0,E,07/09/80,F,01/05/10,Y1,GF,D2,
KY,D,611310.0,I,12/20/56,F,06/29/10,N2,GF,O1,
GA,C,,E,05/13/65,F,05/25/10,M3,RB,D2,
NC,C,333618.0,E,11/09/55,F,09/27/10,,GF,T2,
TX,C,,E,12/09/75,M,02/01/10,M2,RS,D2,
HI,D,,E,03/04/81,F,09/23/10,,Z1,A3,
IL,A,,E,01/20/78,F,04/09/10,N2,OR,T2,
TN,D,,E,11/27/73,F,10/23/09,M5,OR,D3,Individual
MS,A,,E,03/08/69,F,09/29/10,M3,OA,D2,
IN,C,,E,02/05/84,F,04/07/10,M3,GP,D3,
CO,,722110.0,E,,F,05/11/10,M3,OR,L2,
TN,A,,E,03/21/81,M,11/05/09,,RB,H1,
OH,A,,G,07/10/48,F,08/04/10,,Z3,D2,
MN,B,,E,05/22/43,M,11/30/09,M3,RB,T2,
CA,D,921190.0,G,05/26/59,F,11/04/09,,OA,A3,
CA,A,453220.0,E,,M,02/02/10,N2,Z2,P3,
TN,A,561110.0,E,12/07/60,M,11/24/09,M3,Z4,S5,
WA,D,,E,,F,03/03/10,N2,OR,D2,
SC,B,522390.0,E,08/29/89,F,12/03/09,M3,OR,D3,
PR,A,,E,06/27/54,F,11/17/09,N2,OR,W1,
IN,A,326211.0,E,11/11/84,M,04/08/10,,RB,D2,
WA,,622110.0,E,04/26/74,F,10/09/09,M3,RB,H1,
IL,D,611699.0,E,12/29/72,F,07/19/10,N2,OR,D2,
CA,D,,K,07/30/40,M,04/15/10,X2,NE,T2,
FL,C,424110.0,E,12/07/48,M,01/27/10,,OA,T2,
NY,D,,E,,N,12/12/09,N2,NO,B1,
TX,B,,E,02/15/54,F,08/09/10,M1,Z4,D2,
DC,B,923120.0,E,10/14/75,F,09/24/10,,GP,C1,
PA,D,221122.0,E,,F,02/03/10,,Z5,D2,
CO,D,311612.0,E,,M,12/22/09,,NO,C1,
FL,A,927110.0,E,05/16/55,F,01/25/10,M2,OR,W1,
AL,,922120.0,G,,F,12/30/09,N2,PF,W1,
FL,,,E,12/25/58,M,04/21/10,M3,OC,D2,
GA,D,,E,08/27/58,F,05/19/10,M3,RB,A3,
CA,,336211.0,E,01/24/73,F,04/08/10,,Z2,R6,
TX,A,325188.0,E,10/10/69,M,03/17/10,,OR,T2,
IN,A,531190.0,E,,F,03/05/10,M3,OO,L2,
AZ,U,,E,06/08/54,F,12/09/09,N2,GF,T2,
AL,B,336330.0,E,04/23/68,F,02/23/10,M3,OR,P5,
OK,B,335312.0,E,,M,06/24/10,M3,RB,A3,
AZ,D,,E,,F,05/13/10,M2,GP,M1,
AZ,U,,K,06/25/53,F,03/16/10,M3,OA,T2,
CO,D,221122.0,E,08/01/61,M,09/29/10,M3,VB,R6,
IL,D,423860.0,E,07/03/73,F,04/23/10,M3,GF,D2,
FL,A,623312.0,E,10/02/81,F,09/27/10,M3,NO,H1,
TX,D,,E,,F,09/23/10,,PF,W1,
CA,A,,E,07/29/82,F,10/06/09,M3,GP,D2,
MO,B,335999.0,E,11/11/66,N,03/09/10,,NO,S4,
TX,A,,E,,M,03/23/10,M3,NO,O1,
LA,D,522110.0,E,02/01/45,F,02/22/10,,OA,D2,
CA,A,,E,03/05/59,F,10/13/09,,NM,D3,
NY,A,,E,,F,04/21/10,,GF,D2,
FL,A,624120.0,E,,F,06/08/10,M3,NO,I1,
CA,B,,E,11/11/70,F,02/10/10,M3,RB,D2,
NY,D,,G,02/13/62,M,12/23/09,N2,OR,D2,
AL,A,,G,09/18/64,F,12/15/09,N2,OR,C1,
NM,D,212111.0,E,05/17/56,M,08/27/10,,OA,H1,
TN,D,,E,04/01/61,F,08/11/10,M3,OR,D2,
NY,C,,E,06/24/53,M,11/09/09,,T3,A3,
FL,C,922190.0,E,09/15/56,F,05/24/10,M3,Z3,A3,
PR,D,,E,01/08/57,M,05/07/10,M3,OA,H2,
AL,D,925120.0,E,02/25/78,F,07/16/10,M3,OR,R6,
OK,D,,E,05/07/82,F,06/24/10,,OR,D2,
IN,B,623110.0,E,01/02/56,F,12/14/09,M5,Z2,P4,
FL,A,444220.0,E,07/25/69,M,02/12/10,,OR,D2,
MD,,621111.0,E,,F,08/31/10,M3,Z2,D2,
MS,B,441229.0,E,03/04/59,M,06/24/10,M3,OA,T2,
MD,A,523999.0,E,10/13/43,M,01/19/10,,GM,D2,
FL,A,,E,02/29/88,F,03/31/10,,GF,D1,
FL,D,,E,12/16/57,F,08/24/10,N2,RB,S5,
MS,A,,E,10/18/75,F,03/25/10,M2,RB,D3,
LA,U,,E,,M,09/09/10,M1,RB,D2,
CO,C,921120.0,G,11/01/61,M,04/07/10,M3,U6,L1,
OH,A,623110.0,E,,F,09/27/10,,RB,D2,
MI,A,,E,04/11/70,M,08/23/10,M3,OR,W1,
VA,A,531190.0,E,04/06/65,F,02/02/10,M3,GF,A3,
GA,D,,E,03/31/60,M,03/22/10,M3,RB,D2,
AL,A,922190.0,E,06/18/57,F,06/15/10,M3,GF,H2,
OK,A,,E,07/31/68,F,03/30/10,M3,RW,T2,
AZ,C,,G,03/25/52,M,02/01/10,M3,U6,R6,
TN,C,523930.0,E,,F,07/07/10,M3,OR,D2,
MD,U,,E,,M,02/18/10,M3,RB,D2,
GA,D,452910.0,E,09/30/78,F,03/08/10,M3,Z3,P3,
TN,D,722213.0,E,11/06/52,F,07/14/10,,OR,H1,
IL,D,517110.0,E,08/22/70,F,12/17/09,M5,OR,T2,
MO,U,,E,06/13/80,F,09/08/10,M5,GF,S4,
MO,A,624310.0,E,03/27/68,F,11/20/09,M3,WL,R6,
TN,A,,E,,F,09/20/10,,GF,I1,
IL,C,622110.0,E,08/22/44,F,06/28/10,M3,W3,D2,
TN,A,,E,10/17/88,M,08/04/10,,OR,H1,
MN,D,541611.0,E,01/02/45,F,10/06/09,N2,OA,T2,
GA,U,,E,,N,08/24/10,M3,OR,T2,
AL,A,,E,08/07/82,F,10/13/09,M2,GF,I1,
TX,D,,E,12/09/62,F,06/25/10,M3,OA,C1,
TX,C,,E,05/16/76,F,07/21/10,,NO,T4,
FL,A,,E,09/30/54,F,11/16/09,Y1,OR,E1,
CA,D,522110.0,E,06/22/71,F,08/04/10,,RB,D2,
IL,A,,E,01/23/59,F,06/02/10,,W3,R6,
GA,,451110.0,E,09/14/57,M,08/13/10,M1,AO,D2,
NY,D,,E,02/24/62,F,06/18/10,N2,OR,S4,
MD,A,611110.0,M,05/07/59,F,01/04/10,,OA,D3,
IL,C,561499.0,E,04/21/49,F,03/25/10,N2,OR,O1,
TX,C,,E,07/14/73,M,03/30/10,M3,NO,L1,
CA,,334510.0,E,05/20/70,M,06/09/10,Y1,OR,D2,
CA,D,921190.0,G,05/09/61,M,09/23/10,,AO,D2,
GA,D,444110.0,E,10/15/87,F,03/25/10,,GF,S4,
IL,D,452910.0,E,08/21/84,F,03/11/10,M3,OR,H1,
CO,D,,E,03/26/61,F,08/30/10,,OR,P3,
CO,A,,E,12/13/63,F,07/09/10,Y1,GF,C1,
NC,A,,E,06/26/68,M,03/25/10,,RB,D3,
AL,A,339999.0,E,05/09/64,F,05/13/10,M3,GF,D2,
TN,U,,E,07/30/54,F,11/10/09,M3,OR,D3,
AR,A,522110.0,E,05/19/66,F,06/22/10,M3,U6,D2,
KY,D,331312.0,E,09/27/56,M,03/05/10,Y1,OA,R1,
WA,D,611310.0,I,09/13/70,F,01/29/10,,RS,C1,
FL,D,517210.0,E,04/10/79,F,01/28/10,M3,RB,D2,
PA,C,339113.0,E,04/25/63,F,03/09/10,M3,OR,D3,
IL,D,,E,06/26/83,F,03/08/10,M3,GF,D3,
NY,D,,U,08/20/43,M,01/15/10,M3,VB,T2,
NY,D,561990.0,E,05/02/61,F,05/20/10,M1,OR,S4,
CA,,721110.0,E,03/07/31,M,04/07/10,,OR,H1,
TX,D,484230.0,E,09/17/57,M,11/30/09,,Z2,H1,
PA,D,515210.0,E,04/30/48,F,01/05/10,M3,OA,D3,
TX,A,445299.0,E,02/20/40,F,04/14/10,Y1,OR,H1,
CO,U,,K,03/17/53,N,03/03/10,M3,OA,T2,
IL,D,325412.0,E,07/24/58,N,09/22/10,,GM,T2,
NY,D,,G,11/25/47,M,11/03/09,,OR,S5,
OH,U,623110.0,E,09/19/72,F,05/27/10,M3,GP,D1,
NY,C,423940.0,E,03/03/32,F,01/25/10,M3,OA,T2,
IL,D,622110.0,E,01/21/59,M,07/08/10,M3,OR,D3,
TN,D,541620.0,E,04/19/64,M,10/09/09,M2,U2,I1,
NC,D,,I,04/02/65,F,05/27/10,,UE,B1,
TX,D,561330.0,E,12/07/87,F,04/16/10,M1,OR,H1,
IN,A,,E,01/16/63,F,03/25/10,M1,OA,D2,
IL,A,524210.0,E,01/13/55,N,12/29/09,,OA,D2,
TN,D,484122.0,E,10/12/54,M,07/08/10,,OR,D2,
IL,D,611110.0,K,01/20/70,M,12/15/09,M3,RB,T2,
GA,D,,G,12/29/76,F,02/04/10,,Z2,R6,
TN,A,311812.0,E,10/21/54,M,01/15/10,,Z1,T2,
TX,D,485999.0,E,04/29/72,M,04/05/10,,OR,T2,
FL,,452111.0,E,12/15/58,F,11/02/09,,RW,D2,
NY,,511120.0,E,05/25/47,F,09/27/10,,OR,T2,
FL,D,722110.0,E,11/19/83,M,11/19/09,M3,Z3,R6,
NY,U,,U,01/21/64,M,11/09/09,M3,OR,U1,
NC,,541990.0,E,06/06/50,M,11/02/09,,W2,D2,
IL,C,721110.0,E,05/05/75,N,05/20/10,M3,NO,T2,
AZ,B,,E,02/10/77,M,02/26/10,M2,NM,L1,
NY,A,624190.0,E,02/20/83,M,09/03/10,,OR,F1,
TN,B,311511.0,E,02/25/65,M,02/10/10,M3,RB,S5,
IL,A,339999.0,E,03/26/68,F,01/14/10,M3,RB,T2,
IL,B,,G,08/30/69,F,06/01/10,N2,RW,T2,
CA,U,,E,06/17/61,F,09/21/10,,GF,S4,
IL,D,524126.0,E,02/02/55,M,02/12/10,,Z3,H2,
OK,A,,G,02/19/70,M,03/18/10,M3,RB,D3,
OH,D,452910.0,E,06/05/50,M,01/19/10,M3,OR,D2,
TX,A,623312.0,E,11/16/88,F,07/15/10,M3,GF,C1,
WI,D,,I,03/09/50,M,03/09/10,,OR,H2,
SC,U,333220.0,E,10/04/57,F,12/02/09,,RB,H1,
SC,C,924110.0,E,03/25/64,M,04/05/10,M3,GM,D2,
TX,C,524114.0,E,01/31/85,M,10/14/09,M3,NM,H1,
KY,D,,E,01/08/84,M,11/25/09,M3,OR,H1,
NY,C,331111.0,E,01/03/67,N,04/28/10,M3,OC,T4,
GA,C,561440.0,E,12/23/71,F,05/13/10,,OR,D2,
MI,D,454113.0,E,11/22/84,F,02/03/10,M3,GF,T2,
GA,B,311813.0,E,09/03/59,M,01/04/10,M3,RB,D2,
OH,D,722310.0,E,11/24/62,F,09/23/10,,GF,D2,
PA,A,451110.0,E,,M,05/21/10,,OR,D2,
NM,D,541219.0,E,02/19/66,M,02/01/10,M3,Z3,B3,
FL,A,623990.0,E,12/10/49,F,06/08/10,Y2,OA,D2,
AL,C,722110.0,E,,M,02/03/10,X2,OO,O1,
SC,,,E,09/23/56,F,12/03/09,M3,GF,T2,
NY,C,721110.0,E,07/04/55,F,12/03/09,N2,Z2,O1,
CO,,423330.0,E,,M,06/09/10,,OC,H1,
CA,A,488510.0,E,02/14/87,M,09/16/10,M2,OR,H1,
IL,A,,E,10/18/63,F,01/29/10,M3,OR,D2,
KS,D,493190.0,E,02/25/91,M,06/21/10,M3,RW,D2,
AR,N,,E,08/09/67,F,07/21/10,M3,OR,T2,
NY,A,,E,03/17/54,M,05/14/10,X2,W3,A3,
OH,C,,E,07/12/60,M,09/08/10,,NM,H1,
NC,A,722110.0,E,03/27/66,F,01/25/10,,RB,W1,
FL,A,925120.0,G,10/02/57,F,11/04/09,X2,OR,D1,
PA,D,622110.0,E,10/16/53,F,06/18/10,M3,OR,R2,
CA,C,622110.0,E,04/14/60,F,09/14/10,,U1,I1,
IL,C,532291.0,E,03/26/83,F,11/05/09,M3,RB,T2,
LA,B,622110.0,E,12/14/51,F,07/08/10,,OA,D2,
TN,U,453310.0,E,08/11/75,F,04/21/10,M2,WA,H1,
TN,D,452990.0,E,04/30/57,F,11/02/09,M3,OA,D2,
MD,D,,E,06/20/60,F,08/12/10,,OR,T2,
CO,U,812930.0,E,02/17/76,M,09/30/10,,RW,D2,
FL,A,,I,01/11/59,F,06/14/10,,Z3,D1,
MD,D,611110.0,K,02/15/57,F,03/01/10,,U1,H1,
NM,A,,E,01/24/81,M,08/04/10,,OR,C1,
IN,B,,E,03/23/54,M,04/19/10,M3,NH,H2,
GA,B,,E,11/05/54,F,05/25/10,M3,GF,D2,
TX,C,423990.0,E,06/04/55,M,06/28/10,M3,GM,L1,
TX,D,,E,05/25/44,F,12/22/09,,GF,D2,
NV,A,,E,02/15/73,F,07/19/10,,GF,H1,
NY,D,,G,09/29/57,M,03/08/10,N2,AJ,T2,
NC,C,,E,07/26/66,F,06/08/10,M3,RI,H1,
AZ,D,,E,02/13/60,M,10/20/09,M3,OA,D1,
FL,A,812990.0,E,07/17/69,M,08/31/10,M3,OR,D2,
FL,A,453930.0,E,06/26/60,M,08/03/10,,OA,D2,
CA,D,,E,12/17/66,F,06/03/10,M3,OA,D2,
TX,D,423110.0,E,08/20/67,M,05/25/10,M3,Z1,P3,
TN,,561720.0,I,10/29/58,F,04/07/10,M5,NH,D2,Individual
FL,A,621111.0,E,07/16/65,M,09/30/10,,U2,H2,
TN,A,,E,05/27/68,M,04/13/10,M3,NO,H1,
IL,A,561421.0,E,12/28/69,F,01/13/10,N2,RW,H1,
NY,D,541211.0,E,03/20/60,F,07/19/10,Y2,OR,A3,
DC,D,,K,07/16/50,F,12/24/09,,W3,D2,
KY,A,,E,11/28/82,F,09/02/10,,OR,D3,
NC,,811310.0,E,11/13/60,M,09/01/10,M3,U2,D2,
KY,A,,E,10/13/69,M,01/21/10,M2,GM,D2,
CA,D,622110.0,G,03/03/47,F,10/05/09,M2,AO,D2,
LA,A,,E,11/11/53,M,01/27/10,M3,RB,D2,
NC,A,,E,11/30/79,F,09/20/10,,RB,S5,
MN,D,532490.0,P,03/23/79,M,05/11/10,M3,OR,F1,
MO,D,611110.0,K,12/29/60,M,10/07/09,M3,OC,H2,
NY,U,,U,09/03/77,M,11/09/09,M3,RM,T2,
GA,C,722110.0,E,07/11/77,F,08/10/10,M3,GF,D2,
OK,A,,G,10/22/77,F,01/28/10,M3,Z4,D3,
WA,C,621111.0,E,07/15/55,M,10/26/09,N2,OA,L1,
CA,A,313221.0,E,12/31/71,F,06/22/10,M3,GF,H1,
FL,B,525990.0,E,08/06/60,F,09/01/10,,Z3,D2,
MN,C,623312.0,E,11/08/85,M,05/13/10,,UA,D2,
MA,B,326199.0,E,01/20/63,F,01/14/10,N2,GF,D2,
KS,U,,E,,N,10/16/09,M3,NO,W1,
IN,A,541990.0,E,01/22/70,F,12/07/09,M3,OR,T2,
TX,D,452111.0,E,09/14/67,M,07/26/10,M1,VB,T2,
MD,D,922190.0,G,06/18/59,F,09/10/10,,OA,H2,
LA,A,,E,07/03/84,F,11/10/09,M3,RB,D2,
PA,D,452910.0,E,11/19/77,F,11/17/09,M1,UA,D3,
FL,D,922190.0,G,10/03/68,M,09/30/10,,UE,D2,
TX,D,445110.0,E,05/26/79,F,04/08/10,M3,RB,D2,
NM,D,,G,08/26/66,N,05/06/10,,SM,T2,
TX,,622110.0,E,09/20/66,M,10/30/09,M3,OR,O1,
FL,D,334111.0,E,04/18/77,M,07/02/10,,OR,B1,
NV,D,,E,05/26/56,M,06/17/10,,VB,D2,
MN,D,,E,11/29/70,F,11/12/09,,OR,D2,
PR,U,,E,01/02/48,M,05/26/10,M3,OA,I1,
NC,B,561320.0,E,03/16/77,F,11/04/09,M3,GF,S4,
FL,,524114.0,E,07/18/66,F,11/10/09,N2,GF,T2,
PA,C,623220.0,E,05/08/80,F,03/18/10,,OR,H1,
CO,D,311999.0,E,,N,09/21/10,,AM,T2,
CO,A,,E,05/12/52,F,10/01/09,M2,GF,T2,
CA,C,,E,03/14/65,M,05/26/10,M3,RB,D2,
CA,B,,E,,N,11/02/09,N2,NM,T2,
IL,D,621999.0,E,10/19/65,F,04/19/10,,RB,T2,
GA,D,,E,09/24/68,F,03/08/10,,NO,D2,
TX,A,,E,07/13/78,F,10/20/09,N2,OR,A3,
DC,D,,E,07/11/75,M,06/02/10,,OR,W1,
AZ,D,517210.0,E,,N,03/01/10,M3,OR,D2,
PA,D,524126.0,E,04/25/55,M,07/08/10,,OR,F1,
NY,D,,G,05/20/63,M,09/16/10,,OR,S5,
IN,D,921190.0,G,07/14/52,F,02/17/10,M3,Z2,D2,
SC,A,,E,05/08/61,F,03/26/10,M3,OR,S4,
TN,C,452910.0,E,08/03/45,F,09/10/10,M3,OR,D2,
CA,D,221119.0,E,11/18/56,M,03/08/10,X2,OR,I1,
IL,U,611310.0,I,,F,01/14/10,N2,RB,D2,
FL,D,524126.0,E,,M,05/04/10,M3,RB,H1,
OK,A,,E,07/17/61,M,08/25/10,M2,T3,D1,
TX,D,452910.0,E,08/02/77,M,03/31/10,M1,RW,D3,
OH,A,,E,08/13/84,F,09/01/10,M3,OR,D2,
,,,E,06/03/65,M,02/18/10,Y2,Z2,R2,
AZ,U,115112.0,G,02/05/45,M,05/26/10,,OR,H1,
HI,A,339999.0,E,05/02/81,F,06/14/10,N2,GP,D1,
IL,B,,E,11/01/44,M,11/04/09,M3,NO,L1,
IL,A,541110.0,E,04/11/62,F,08/12/10,M3,Z2,T2,
MO,A,,E,06/30/84,F,04/07/10,N2,GF,D2,
NC,,622110.0,E,06/30/49,F,09/14/10,,OR,D2,
PA,D,561612.0,E,01/20/67,M,12/07/09,M3,GM,P3,
CO,D,,E,01/04/62,M,07/28/10,M3,AO,D3,
TN,C,623110.0,E,02/26/88,F,05/25/10,,GP,D2,
NY,A,453220.0,E,04/24/67,F,01/27/10,M3,RB,D2,
FL,D,,E,07/02/53,M,11/23/09,M3,RB,D2,
IA,A,,E,09/11/79,M,06/11/10,M2,RB,P3,
IL,D,541380.0,E,01/22/85,N,09/24/10,M3,RW,S5,
MN,D,311615.0,E,05/01/80,M,05/19/10,M1,T3,T2,
MD,D,517910.0,E,05/16/61,M,10/05/09,,OA,S5,
OH,D,,E,06/04/57,F,08/26/10,M2,RB,T2,
TX,D,,E,10/22/54,M,04/07/10,N2,OR,D2,
FL,A,,E,07/07/51,F,06/21/10,,RS,D2,
AR,,336399.0,E,10/14/53,M,06/08/10,,Z3,R6,
CO,D,,E,,N,09/01/10,M1,RI,H1,
NY,D,481111.0,E,12/06/78,F,05/25/10,,OC,T2,
TX,D,541330.0,E,10/24/52,M,11/06/09,M3,OA,D2,
FL,C,,E,,F,12/17/09,,GF,H1,
GA,,488119.0,E,07/05/85,F,12/04/09,M1,NO,D2,
NJ,A,,E,01/30/81,F,12/17/09,M3,GF,S4,
PA,D,446110.0,E,12/19/66,M,10/28/09,M3,VB,D2,
FL,C,,E,03/22/59,M,10/06/09,,T3,D3,
OK,D,441110.0,E,04/15/59,F,01/21/10,M3,OR,H1,
WI,B,622110.0,E,03/28/85,F,12/10/09,M3,OR,D2,
CA,D,,E,09/03/53,M,04/23/10,,OA,W1,
OK,D,,E,11/16/72,F,11/18/09,M3,OR,D2,
TX,D,524126.0,E,04/30/48,M,08/18/10,N2,OR,D3,
MI,A,525990.0,E,08/31/82,F,09/08/10,M3,GF,C1,
TX,A,,E,10/22/64,F,12/17/09,M3,UB,T2,
MD,,452990.0,E,04/01/55,F,04/16/10,M2,OR,L1,
TX,A,,G,09/04/80,M,07/21/10,,RW,T2,
NM,A,,E,12/30/82,N,07/22/10,M3,VB,I1,
AR,D,453998.0,E,02/13/65,M,02/08/10,M2,OA,D2,
TN,U,,E,09/21/75,,07/09/10,,U2,D2,
NY,D,,G,07/13/48,M,11/23/09,,OR,T2,
NY,D,,E,,M,10/16/09,,OR,H1,
AZ,A,,E,12/29/79,F,11/24/09,M3,Z2,H1,
IN,D,,E,01/06/53,F,08/25/10,M3,OR,R6,
TX,A,,E,01/30/58,M,12/03/09,,Z3,D2,
AL,A,339999.0,E,03/09/76,F,11/24/09,Y1,GF,S4,
CA,D,,G,10/01/66,F,05/26/10,,OR,H1,
MI,D,452111.0,E,,F,01/25/10,M3,GF,D3,
MN,D,561720.0,E,12/31/82,N,01/06/10,M1,OC,W1,
TX,C,,E,,F,12/28/09,N2,RB,H1,
FL,A,,E,02/21/69,F,09/27/10,,OR,I1,
AZ,D,,E,03/31/71,F,01/07/10,M3,AO,H1,
TN,D,622110.0,E,11/27/55,F,10/07/09,,OA,D2,
NV,A,,E,07/02/75,F,05/20/10,M3,GF,H1,
OH,A,,E,06/24/75,F,08/03/10,M3,GF,W1,
AL,A,561990.0,E,,F,07/29/10,M3,GF,I1,
TX,A,486910.0,E,05/03/69,M,10/16/09,M3,NH,D3,
TX,C,622110.0,E,11/02/51,F,03/15/10,M2,Z2,S5,
TN,C,562920.0,E,01/01/54,M,06/02/10,,OR,D2,
LA,D,,E,,M,04/07/10,M3,NH,T2,
VA,D,541618.0,E,02/07/61,F,06/16/10,,RB,C1,
VA,D,336611.0,E,,F,04/05/10,M3,WL,D2,
VA,D,561790.0,E,07/02/69,F,10/16/09,,OR,I1,
CA,D,921190.0,G,12/02/59,F,06/11/10,M3,RS,D2,
LA,A,,E,02/06/46,M,08/17/10,M3,OA,P3,
AL,U,,E,09/15/54,M,02/09/10,M3,RB,L1,
NY,D,523999.0,E,01/16/59,M,01/27/10,,OA,D3,
GA,A,,E,12/18/50,F,05/04/10,,UB,D2,
SC,D,,E,07/10/52,F,04/07/10,M3,GF,D2,
OK,D,443112.0,E,02/03/76,M,11/24/09,N2,OR,D3,
PA,D,521110.0,E,10/22/55,F,07/22/10,,RB,D3,
IL,C,623110.0,E,08/03/70,F,04/28/10,,GF,C1,
AR,A,,E,07/01/64,F,09/16/10,M3,OR,T4,
AZ,D,,E,08/07/66,F,07/02/10,,GF,T2,
VA,C,,E,08/14/55,M,09/10/10,M2,RB,D2,
GA,C,,E,03/02/67,F,12/22/09,M2,GF,S4,
FL,D,446110.0,E,02/28/64,F,08/27/10,M3,GF,H1,
NC,A,,E,08/16/78,F,06/14/10,,GF,T2,
OH,U,522120.0,E,07/15/70,F,06/25/10,N2,GF,D2,
MN,A,541990.0,P,02/06/65,M,06/10/10,,RB,D2,
FL,D,551111.0,E,03/16/68,F,09/01/10,,GF,D3,
FL,A,721199.0,E,02/10/53,F,06/30/10,X2,OC,H1,
AZ,U,,E,03/26/85,F,09/03/10,M2,RI,T2,
CA,A,,E,10/21/42,F,04/14/10,,T3,S5,
MD,D,611710.0,K,12/04/61,M,09/22/10,M1,OA,S5,
NY,A,,E,10/14/73,M,04/13/10,,Z2,H1,
NV,A,,E,11/21/39,F,11/17/09,,OA,D3,
MO,D,624190.0,E,09/01/54,F,10/16/09,M3,GF,H1,
PA,D,515210.0,E,08/29/65,F,03/24/10,,U1,D3,
GA,U,523999.0,E,11/15/59,F,01/06/10,M3,GF,D2,
MS,A,721120.0,E,10/03/68,F,10/21/09,M3,GF,D2,
IL,U,611310.0,I,07/30/41,F,03/15/10,N2,OA,P3,
GA,D,,E,03/07/52,M,02/22/10,,T3,H1,
IL,D,445110.0,E,12/20/45,F,04/01/10,,OR,D2,
GA,D,,E,10/18/56,F,09/16/10,,AO,D2,
NY,C,452111.0,E,01/03/57,N,11/23/09,,OR,P3,
IL,A,622110.0,E,10/18/73,F,06/02/10,M1,RB,T2,
AR,C,624190.0,E,08/28/53,F,11/24/09,M3,RB,D2,
HI,A,722110.0,E,06/27/68,F,04/19/10,,WJ,H1,
MI,D,624190.0,E,03/03/51,M,12/31/09,M3,OA,H2,
MD,D,,U,05/07/67,F,12/04/09,M3,OR,T2,
OH,B,,E,02/24/66,M,01/27/10,M3,AO,W1,
VA,B,621610.0,E,12/16/56,M,04/28/10,,TN,D3,
LA,D,,G,,F,04/12/10,,OR,D3,
AL,C,722110.0,E,01/27/72,F,07/22/10,M2,OR,D2,
FL,D,,E,05/20/71,F,06/09/10,,NO,H1,
CA,D,721110.0,E,03/03/77,M,11/04/09,M2,OR,S5,
DC,D,,K,,M,10/06/09,,RB,H1,
GA,D,623110.0,E,03/05/55,F,04/28/10,M3,U1,R6,
KY,A,,E,03/04/56,F,10/16/09,M3,RW,H1,
CO,D,311612.0,E,,N,02/11/10,,RB,T2,
TN,D,622110.0,E,02/06/67,F,03/02/10,,RB,D2,
OH,D,611310.0,N,01/24/58,F,01/20/10,M3,GF,T2,
CA,D,921190.0,G,02/15/56,F,04/26/10,M2,WL,R6,
TX,C,,E,12/11/60,M,02/23/10,M3,OR,D2,
NY,B,424470.0,E,10/29/67,M,07/02/10,,RS,T2,
MO,A,,E,07/20/58,F,12/04/09,M3,RB,W1,
TX,A,,E,08/01/64,F,04/12/10,M5,OR,C1,
NC,C,312111.0,E,01/22/64,F,10/30/09,M3,Z4,O1,
CA,D,,E,02/27/59,F,09/21/10,,WH,H1,
SC,A,,E,01/28/52,M,03/12/10,M3,AO,D2,
NC,A,,G,,F,04/15/10,M2,RB,H1,
MD,D,,E,10/15/69,M,11/02/09,M3,OR,D2,
VA,D,611110.0,K,04/24/54,F,07/09/10,,OA,H1,
IL,D,561612.0,E,12/20/81,F,10/01/09,,OR,D3,
CA,A,,E,10/24/69,M,09/13/10,,RS,T2,
TX,D,442299.0,E,05/24/66,F,12/30/09,M3,GF,T2,
CO,D,,E,01/02/65,M,12/14/09,N2,RW,D2,
KY,D,921190.0,G,07/22/71,M,03/25/10,,OR,D2,
MD,D,238990.0,E,11/10/62,M,04/12/10,,RB,T2,
MD,D,622110.0,E,11/05/76,F,08/31/10,,OR,D2,
IN,U,,E,,F,01/11/10,M3,RB,T2,Individual
OK,B,,E,12/04/60,M,01/20/10,M1,OA,T2,
NY,D,,I,09/28/77,F,07/27/10,,RB,I1,
DC,C,,U,09/28/51,M,03/24/10,M3,OR,U1,
AZ,D,522110.0,E,11/30/58,F,12/29/09,,UB,T2,
MO,C,211112.0,E,,M,04/09/10,M2,NO,H1,
MO,C,,E,12/18/34,M,04/14/10,M3,NO,W1,
